,name,city,content,score,date
52,tony, ,在我看到女主在男主律师楼发布会上，穿着“休闲”衣服，嘴上满是蛋糕屑的那一刻，我真的忍不住想说，女主是做了这么久的家庭主妇，但是她不是一个什么都不懂的智障啊！！！！贴合现实生活好不好啊，导演！！！！对不起了，鱼旦和曲筱绡，剧情人设逻辑硬伤太多了🌝🌝,较差,2019-11-30
53,山海两茫茫,上海,太喜欢安安这个角色了，软萌又可爱,推荐,2019-11-20
54,静静等待, ,我的前半生2,较差,2019-11-21
55,飞卿, ,我最爱的安安啊，日常剧荒的我，终于有剧可以追了,推荐,2019-11-20
56,电影课, ,跟我的前半生的区别就是女主更吵了 剧情更飘了,较差,2019-11-21
57,回声, ,刚开始几集还有点看头，起码搞笑，后面越来越套路，我就奇了怪了，上海那么大，怎么男女主就在哪哪哪都能偶遇呢。而且都9102年了，编剧居然还能写出王蕾这样的角色，为了坏而坏，就是个推动剧情的工具人罢了。弃剧。,较差,2019-12-04
58,东海, ,终于开播，我已经搬好小板凳守侯在电视机前,推荐,2019-11-20
59,La Tranquila, ,28岁的女孩子一开口就管别人叫叔叔… 这是什么糟糕的剧情啊,很差,2019-11-21
60,穆子衿,四川成都,女主前夫脑子不太好，拼死拼活和安安争了抚养权，又没好好照顾孩子。女主安安是个不太清醒的恋爱脑，为了爱情，放弃了一切，因此当爱情放弃她的时候，她就一无所有了。而且安安脑回路也很奇怪，她老公要和她离婚，她去找律师闹也是有点无语。而且一个结婚六年，孩子五岁的女人，居然连照顾自己的能力都没有。,较差,2019-11-26
61,👜 墨先生, ,许朗一个孩子，后座两个儿童座椅，导演真“细心”，怕半路偶遇的小朋友蹭车没儿童座椅，筹办一个几十人的酒会，一群服务员还忙忙活活把邱天拉走了，酒会说的那么高级，难道会连个提前筹备都没有？居然还出现人扮玩偶这种发传单的气氛烘托，真高级这酒会。导演你是在村支部水准啊！,很差,2019-11-20
62,tony, ,在我看到女主在男主律师楼发布会上，穿着“休闲”衣服，嘴上满是蛋糕屑的那一刻，我真的忍不住想说，女主是做了这么久的家庭主妇，但是她不是一个什么都不懂的智障啊！！！！贴合现实生活好不好啊，导演！！！！对不起了，鱼旦和曲筱绡，剧情人设逻辑硬伤太多了🌝🌝,较差,2019-11-30
63,山海两茫茫,上海,太喜欢安安这个角色了，软萌又可爱,推荐,2019-11-20
64,静静等待, ,我的前半生2,较差,2019-11-21
65,飞卿, ,我最爱的安安啊，日常剧荒的我，终于有剧可以追了,推荐,2019-11-20
66,电影课, ,跟我的前半生的区别就是女主更吵了 剧情更飘了,较差,2019-11-21
67,回声, ,刚开始几集还有点看头，起码搞笑，后面越来越套路，我就奇了怪了，上海那么大，怎么男女主就在哪哪哪都能偶遇呢。而且都9102年了，编剧居然还能写出王蕾这样的角色，为了坏而坏，就是个推动剧情的工具人罢了。弃剧。,较差,2019-12-04
68,东海, ,终于开播，我已经搬好小板凳守侯在电视机前,推荐,2019-11-20
69,La Tranquila, ,28岁的女孩子一开口就管别人叫叔叔… 这是什么糟糕的剧情啊,很差,2019-11-21
70,长河翻炒, ,编剧第二集为什么照抄失恋33天台词？,很差,2019-11-21
71,素素,四川成都,回家吃饭看了两集 被吓坏了 能好好对待现实生活和女性吗？（稍微一点的那种也可以）,很差,2019-11-21
72,大米熊🐻, ,剧情简直尬死了，王子文演什么都那个样儿，贼做作，真难看,很差,2019-11-20
73,崔小花🌼🌼🌼, ,像太妹一样的女主简直是噩梦好吗？蹭了人家车嘴硬，上了人家车还外放音乐，我要是她丈夫我也离婚,很差,2019-11-23
74,疯人院, ,l,推荐,2019-11-20
75,燕盈天宝贝, ,目测这部剧会爆，无论剧情人设 还是演技，全都都在线！,推荐,2019-11-20
76,天啦噜, ,国产剧的编剧为什么老是把女的写成像神经病，没有教养，王子文在这部剧里演的跟曲筱绡没什么区别，麻烦国产剧编剧多多学习口碑好的韩剧跟日剧，什么垃圾都能放出来，广电局干嘛吃的？,很差,2019-11-23
77,JOY-is-NOWHERE,江苏苏州,毫无逻辑，靠生硬的巧合推动剧情。可惜了张鲁一，我是那么喜欢他，唉……,较差,2019-11-25
78,冻豆豆, ,张鲁一为什么接这么个弱智剧。看了第一集就扑街，各种傻缺桥段，都9012年了国产电视剧还是无知无能大龄女青年的二次婚姻莫名其妙甜剧，感觉中国女人都他妈和白痴一样。编剧多读点书吧行吗,很差,2019-11-22
79,=v=🐢, ,看了4集，想看，可以追剧了。刚开始熬过无脑的女主就可以了，张鲁一大叔居然是80后，好有魅力呀🙈🙈,推荐,2019-11-22
80,俺坏气十足, ,鱼旦终于不打鬼子了！甜甜的恋爱给我们搞起来！,力荐,2019-11-20
81,冻豆豆, ,张鲁一为什么接这么个弱智剧。看了第一集就扑街，各种傻缺桥段，都9012年了国产电视剧还是无知无能大龄女青年的二次婚姻莫名其妙甜剧，感觉中国女人都他妈和白痴一样。编剧多读点书吧行吗,很差,2019-11-22
82,顽石半颗,广东深圳,"陪妈看剧。
这种巨婴女主实在太遭人烦了！",很差,2019-11-21
83,顶你个肺, ,emmmmm......还是算了吧！,很差,2019-11-21
84,燕盈天宝贝, ,目测这部剧会爆，无论剧情人设 还是演技，全都都在线！,推荐,2019-11-20
85,陌上尘,广东珠海,开始不套路，但是戏剧性情节编的太弱智了，王蕾为了取胜把女主反锁在屋里，真的很弱智。,还行,2019-12-06
86,教堂叔, ,低智，无聊,很差,2019-11-21
87,静静等待, ,我的前半生2,较差,2019-11-21
88,电影课, ,跟我的前半生的区别就是女主更吵了 剧情更飘了,较差,2019-11-21
89,=v=🐢, ,看了4集，想看，可以追剧了。刚开始熬过无脑的女主就可以了，张鲁一大叔居然是80后，好有魅力呀🙈🙈,推荐,2019-11-22
90,回声, ,刚开始几集还有点看头，起码搞笑，后面越来越套路，我就奇了怪了，上海那么大，怎么男女主就在哪哪哪都能偶遇呢。而且都9102年了，编剧居然还能写出王蕾这样的角色，为了坏而坏，就是个推动剧情的工具人罢了。弃剧。,较差,2019-12-04
91,冯风, ,悬浮玩意儿！弃！,很差,2019-11-21
92,四道风,河北邯郸,不好意思，鱼旦和王子文也拯救不了这部剧,很差,2019-11-22
93,Heron@海榕, ,好喜欢好喜欢,推荐,2019-11-23
94,可说是呢,关注此人,刚看了开头就被深深吸引了。冬天里有这么温暖明媚又开心的剧可看真是太幸福了。故事好，演员好，每个人物都贴合，就像发生在身边的你我的故事，谁的人生没有挫折呢？爬起来，成长后，第二次真的可以很美，加油，为自己也为每个安安和许朗😘😘😘,力荐,2019-11-20
95,JOY-is-NOWHERE,江苏苏州,毫无逻辑，靠生硬的巧合推动剧情。可惜了张鲁一，我是那么喜欢他，唉……,较差,2019-11-25
96,任家少女,湖南长沙,我对于这种失败婚姻后崛起女性的故事向来有好感，可是把为了拍金爸爸马屁，硬是把漫画创作搞成一件明星选秀的事我就沉默了。然后就是，逻辑？不存在！所以认真看剧，可能会吐血！,较差,2019-12-11
97,大家都是明白人, ,开篇的独白真的太复古了，现在的剧啊，能不能不要对女人的恶意这么大？,很差,2019-11-21
98,美丽动人基多拉,浙江杭州,女主装天真可爱太过头了吧，参加宴席吃蛋糕吃一脸是什么鬼，国产剧能不能不要编这种弱智剧情忽悠人了。,很差,2019-11-28
99,疯狂世界, ,"女主的前夫貌似是家族企业，还有庄园式的豪宅。男主住独栋别墅，女主闺蜜住大house。
2019年上海拥有千万资产的高净值家庭有24.9万户，拥有亿元资产的超高净值家庭有1.58万户。
emmm。。。感受了一下。。
这种有钱人过家家的剧
不是我等社畜能消化的",很差,2019-11-28
